initialCost;totalEstFee
0.00;160.00
20000.00;419.50
1255151.00;13150.30
63000.00;862.40
59276.00;453.25
0.00;1041.64
93500.00;1181.70
6000.00;135.15
0.00;160.00
2000.00;225.00
50000.00;361.75
10000.00;316.50
11100.00;337.10
10000.00;446.50
15000.00;368.00
0.00;560.00
37000.00;594.60
197000.00;2242.60
164150.00;994.00
55000.00;780.00
32750.00;274.20
0.00;1251.90
150000.00;1758.50
0.00;520.00
30000.00;522.50
900000.00;9643.50
21000.00;429.80
22055.00;450.40
68000.00;454.45
180000.00;2067.50
86000.00;1099.30
330000.00;3612.50
100000.00;1243.50
60000.00;831.50
20000.00;419.50
22000.00;440.10
857349.00;9050.90
100.00;225.00
2050.00;225.00
10000.00;446.50
32690.00;553.40
0.00;160.00
20000.00;419.50
92000.00;1161.10
3000.00;225.00
24000.00;620.70
100000.00;1243.50
63200.00;872.70
0.00;524.00
10000.00;446.50
173330.00;2715.22
10000.00;446.50
367500.00;4163.90
392000.00;2123.05
60000.00;894.69
1000.00;225.00
1000.00;225.00
3000.00;225.00
70000.00;624.75
40000.00;625.50
3750.00;245.00
200000.00;2273.50
105000.00;1295.00
8400.00;306.20
16500.00;191.80
5000.00;265.00
368000.00;4003.90
900340.00;9493.80
30000.00;522.50
0.00;170.00
3000.00;355.00
85300.00;1099.30
150000.00;876.75
0.00;170.00
350000.00;2641.75
1200000.00;15567.12
825000.00;8711.00
8550.00;306.20
0.00;160.00
6000.00;275.30
339000.00;3705.20
4000.00;215.00
0.00;1144.00
20000.00;419.50
4500.00;265.00
90000.00;1140.50
52000.00;749.10
0.00;160.00
65000.00;883.00
3000.00;225.00
7500.00;295.90
10000.00;316.50
4875.00;320.00
10000.00;316.50
100000.00;1243.50
296000.00;1970.45
26000.00;481.30
7200.00;145.45
6000.00;275.30
23624.00;460.70
358000.00;3900.90
10000.00;446.50
16450.00;443.60
1000.00;225.00
1000.00;225.00
75000.00;986.00
11000.00;326.80
36137.00;594.60
50000.00;728.50
38000.00;604.90
1646825.00;17177.60
37000.00;594.60
25000.00;471.00
38000.00;299.95
558000.00;5960.90
36500.00;594.60
82800.00;1068.40
10000.00;446.50
0.00;160.00
150000.00;1758.50
1000.00;225.00
3000.00;225.00
0.00;160.00
10000.00;316.50
531000.00;5682.80
750000.00;7938.50
8700.00;276.20
41500.00;646.10
25000.00;471.00
1000.00;225.00
53500.00;769.70
0.00;160.00
25000.00;471.00
3500.00;245.00
50000.00;728.50
7000.00;285.60
0.00;160.00
0.00;170.00
100.00;280.00
75000.00;986.00
64736.00;439.00
0.00;420.00
0.00;460.00
3000.00;195.00
0.00;160.00
10000.00;316.50
0.00;180.00
15000.00;368.00
700000.00;7423.50
20500.00;212.40
115500.00;1408.30
178000.00;2206.90
0.00;160.00
0.00;0.00
24000.00;460.70
0.00;170.00
60000.00;831.50
9000.00;150.60
6000.00;275.30
0.00;160.00
211980.00;1306.81
1300000.00;13603.50
162000.00;1882.10
323000.00;3540.40
1015000.00;10668.00
4000.00;215.00
0.00;160.00
55000.00;780.00
49000.00;718.20
0.00;200.00
54439.00;387.50
10000.00;316.50
12000.00;166.05
0.00;420.00
0.00;160.00
0.00;0.00
11000.00;326.80
72000.00;955.10
550000.00;5878.50
0.00;160.00
0.00;384.00
0.00;166.00
0.00;192.00
0.00;210.00
166000.00;1923.30
25000.00;471.00
15000.00;368.00
1000.00;225.00
2500.00;225.00
30000.00;522.50
55000.00;780.00
122664.00;1480.40
75200.00;996.30
45000.00;677.00
180000.00;2067.50
73250.00;975.70
0.00;160.00
0.00;0.00
0.00;190.00
10000.00;316.50
10000.00;316.50
200000.00;2273.50
1000.00;225.00
78800.00;1027.20
0.00;190.00
100000.00;1243.50
8091.00;276.20
0.00;160.00
25000.00;441.00
0.00;170.00
0.00;3969.00
0.00;370.00
0.00;390.00
8000.00;295.90
79575.00;1037.50
73820.00;975.70
0.00;160.00
110000.00;1346.50
1100000.00;11543.50
0.00;200.00
84500.00;1089.00
207000.00;2345.60
0.00;256.00
0.00;370.00
128000.00;1531.90
39000.00;615.20
205000.00;2325.00
0.00;170.00
22000.00;440.10
22000.00;440.10
13500.00;357.70
3000.00;225.00
21300.00;440.10
3000.00;225.00
6003.00;255.60
180000.00;2067.50
0.00;160.00
0.00;160.00
0.00;316.00
0.00;220.00
100.00;280.00
88790.00;562.60
25000.00;471.00
52000.00;749.10
151500.00;1779.10
80000.00;1007.50
37125.00;604.90
80000.00;1037.50
759000.00;8031.20
11500.00;337.10
60000.00;413.25
0.00;160.00
50000.00;728.50
30000.00;577.50
8000.00;145.45
0.00;420.00
0.00;420.00
150000.00;1758.50
85000.00;1089.00
10000.00;175.19
75000.00;490.50
15150.00;378.30
24500.00;471.00
0.00;160.00
1000.00;280.00
0.00;160.00
70000.00;2113.58
2330.00;195.00
0.00;160.00
15000.00;368.00
3000.00;225.00
138491.00;820.10
0.00;160.00
32265.00;553.40
50000.00;893.50
50000.00;728.50
10000.00;316.50
90000.00;1140.50
70000.00;934.50
1000.00;225.00
4000.00;245.00
0.00;160.00
165000.00;1913.00
30000.00;258.75
1000.00;170.00
0.00;160.00
184250.00;2119.00
0.00;160.00
396000.00;4292.30
50000.00;401.75
0.00;0.00
0.00;160.00
45000.00;376.00
30000.00;522.50
8500.00;306.20
15000.00;181.50
71000.00;944.80
0.00;0.00
15000.00;338.00
132576.00;1583.40
30000.00;492.50
187248.00;1072.45
0.00;160.00
0.00;2496.00
0.00;830.48
0.00;0.00
0.00;190.00
0.00;220.00
0.00;216.00
3000.00;225.00
2000.00;225.00
35000.00;574.00
700000.00;7423.50
50000.00;728.50
0.00;680.00
37470.00;299.95
27800.00;501.90
100.00;225.00
6500.00;285.60
170000.00;1964.50
7000.00;140.30
0.00;160.00
0.00;320.00
41620.00;339.15
30000.00;522.50
230000.00;2582.50
0.00;160.00
112000.00;681.05
53000.00;759.40
0.00;160.00
0.00;170.00
0.00;160.00
282465.00;3523.06
0.00;160.00
15000.00;368.00
0.00;170.00
6000.00;275.30
49000.00;718.20
6000.00;135.15
31085.00;543.10
55000.00;780.00
0.00;160.00
5000.00;265.00
0.00;420.00
10760.00;360.90
26891.00;491.60
19000.00;409.20
223625.00;2520.70
40000.00;625.50
0.00;590.00
0.00;430.00
0.00;180.00
0.00;330.00
40000.00;625.50
0.00;200.00
1540000.00;16075.50
0.00;170.00
100000.00;1614.66
26500.00;491.60
186800.00;2299.60
7500.00;295.90
0.00;160.00
3000.00;195.00
0.00;200.00
0.00;160.00
50000.00;728.50
57600.00;810.90
0.00;160.00
0.00;0.00
0.00;100.00
71000.00;469.90
0.00;360.00
3000.00;225.00
10000.00;316.50
10000.00;316.50
46000.00;579.63
23300.00;460.70
20000.00;419.50
0.00;330.00
69996.00;934.50
33500.00;279.35
85833.00;1259.30
82691.00;1068.40
15650.00;578.30
0.00;180.00
800000.00;8453.50
10000.00;315.75
150000.00;1758.50
30000.00;522.50
3000.00;195.00
124000.00;1490.70
103269.00;1339.70
75000.00;986.00
42091.00;656.40
23619.00;460.70
2330.00;195.00
50695.00;738.80
19450.00;207.25
144882.00;851.00
0.00;160.00
103269.00;1499.70
446955.00;5373.98
1800.00;130.00
0.00;160.00
0.00;0.00
4000.00;245.00
0.00;160.00
280000.00;3097.50
16500.00;191.80
0.00;160.00
0.00;160.00
0.00;160.00
5000.00;265.00
164000.00;1902.70
36000.00;584.30
0.00;160.00
20000.00;419.50
20000.00;419.50
8950.00;150.60
0.00;190.00
47500.00;867.90
0.00;220.00
0.00;170.00
70000.00;934.50
21000.00;429.80
22000.00;440.10
0.00;260.00
0.00;160.00
0.00;190.00
10000.00;316.50
0.00;2617.00
0.00;0.00
0.00;200.00
0.00;180.00
0.00;160.00
42000.00;646.10
71400.00;955.10
0.00;220.00
274000.00;3195.70
0.00;210.00
0.00;190.00
0.00;210.00
2000.00;225.00
0.00;160.00
6600.00;255.60
75000.00;986.00
10000.00;316.50
37200.00;604.90
64000.00;872.70
89500.00;1140.50
70100.00;944.80
30000.00;522.50
19000.00;409.20
38000.00;299.95
8500.00;306.20
0.00;180.00
0.00;300.00
90000.00;1140.50
50000.00;728.50
0.00;170.00
39000.00;615.20
10000.00;316.50
7500.00;295.90
37000.00;594.60
60000.00;961.50
199800.00;2273.50
1000.00;225.00
35000.00;574.00
213000.00;2407.40
180000.00;1300.01
3000.00;225.00
20000.00;549.50
31000.00;532.80
80000.00;1037.50
395560.00;4347.30
262000.00;2912.10
3000.00;225.00
0.00;160.00
72400.00;640.20
99700.00;1243.50
10000.00;195.75
19650.00;207.25
6000.00;275.30
1000.00;10816.86
0.00;0.00
4000.00;245.00
162820.00;1363.06
70000.00;934.50
247000.00;2757.60
15921.00;348.30
4000.00;245.00
25000.00;471.00
15000.00;338.00
8000.00;145.45
15000.00;368.00
483900.00;5198.70
6000.00;135.15
6000.00;275.30
1990825.00;20720.80
5000.00;130.00
205000.00;2325.00
0.00;310.00
20000.00;419.50
4000.00;245.00
4427.00;235.00
6300.00;255.60
30000.00;298.75
42000.00;776.10
60000.00;831.50
48000.00;707.90
4000.00;245.00
1000.00;225.00
0.00;160.00
0.00;160.00
4500.00;235.00
34000.00;563.70
5000.00;130.00
3000.00;225.00
0.00;684.20
0.00;100.00
0.00;200.00
0.00;200.00
0.00;240.00
0.00;300.00
0.00;160.00
0.00;160.00
0.00;0.00
5001000.00;51723.80
0.00;160.00
60000.00;831.50
32000.00;543.10
6800.00;140.30
178000.00;2046.90
56000.00;790.30
30500.00;532.80
1100000.00;12054.02
85000.00;1089.00
43500.00;330.85
4000.00;245.00
25000.00;471.00
15600.00;378.30
0.00;394.36
41240.00;320.55
26250.00;491.60
0.00;160.00
5000.00;265.00
38400.00;615.20
30000.00;522.50
189377.00;1082.75
0.00;190.00
567000.00;6053.60
439000.00;4735.20
71100.00;515.05
65000.00;883.00
13200.00;357.70
1300000.00;13763.50
21500.00;440.10
176605.00;2036.60
15000.00;368.00
20000.00;419.50
0.00;420.00
4800.00;265.00
6000.00;275.30
2500.00;195.00
6000.00;245.30
150000.00;1159.07
0.00;220.00
0.00;100.00
0.00;160.00
100000.00;1243.50
0.00;160.00
279000.00;3087.20
0.00;2617.00
36000.00;584.30
4500.00;265.00
29430.00;258.75
103200.00;1284.70
74400.00;986.00
40000.00;371.25
0.00;0.00
10000.00;446.50
45000.00;677.00
4000.00;245.00
71910.00;955.10
4000.00;245.00
488000.00;5239.90
155000.00;1810.00
50000.00;783.50
54000.00;405.03
26300.00;491.60
0.00;595.40
87000.00;1109.60
1000.00;225.00
900000.00;9483.50
10000.00;155.75
6524.00;255.60
6990.00;255.60
0.00;340.00
1250.00;225.00
32040.00;553.40
7000.00;140.30
220000.00;2479.50
130965.00;778.90
138000.00;1634.90
0.00;160.00
7000.00;140.30
0.00;250.00
58500.00;821.20
138491.00;820.10
165000.00;1883.00
0.00;160.00
0.00;170.00
30000.00;522.50
251250.00;2809.10
10000.00;155.75
36000.00;584.30
0.00;14467.02
12400.00;347.40
90000.00;1140.50
35000.00;574.00
1000.00;195.00
1500.00;225.00
32700.00;274.20
110000.00;1346.50
115190.00;1408.30
35000.00;574.00
500.00;130.00
30000.00;522.50
3000.00;225.00
55590.00;392.65
25179.00;238.15
5000.00;265.00
5925.00;135.15
4000.00;245.00
0.00;420.00
1000.00;280.00
16000.00;186.65
0.00;0.00
36100.00;594.60
23500.00;460.70
75600.00;996.30
0.00;190.00
0.00;170.00
4995.00;235.00
0.00;160.00
0.00;170.00
0.00;200.00
30000.00;492.50
0.00;190.00
0.00;160.00
0.00;170.00
0.00;170.00
3325.00;245.00
5309341.00;54906.50
70000.00;934.50
0.00;420.00
0.00;200.00
1258224.00;13181.20
69200.00;934.50
750000.00;7938.50
971630.00;5773.73
48375.00;396.60
21500.00;440.10
55005.00;790.30
0.00;0.00
8000.00;295.90
0.00;160.00
12480.00;171.20
12000.00;166.05
3000.00;225.00
25000.00;233.00
38000.00;604.90
89500.00;1140.50
15000.00;368.00
36850.00;594.60
5000.00;265.00
31600.00;543.10
53750.00;769.70
0.00;260.00
2110445.00;21956.80
29700.00;522.50
8750.00;306.20
21000.00;212.40
37860.00;604.90
0.00;1000.00
45700.00;687.30
0.00;100.00
1000.00;225.00
204000.00;2314.70
180000.00;2067.50
615000.00;6548.00
1000.00;225.00
40000.00;625.50
11000.00;160.90
53750.00;769.70
0.00;160.00
20000.00;419.50
35000.00;574.00
0.00;200.00
0.00;160.00
140500.00;1665.80
6500.00;285.60
1000.00;225.00
4150000.00;42958.50
10000.00;316.50
12000.00;166.05
0.00;260.00
0.00;160.00
1000.00;225.00
200.00;225.00
32970.00;553.40
100.00;280.00
209610.00;1225.75
12000.00;166.05
50400.00;738.80
10000.00;316.50
0.00;160.00
352196.00;3849.40
0.00;420.00
52000.00;749.10
250000.00;2788.50
72200.00;965.40
0.00;200.00
79123.00;1037.50
0.00;170.00
280000.00;3097.50
80000.00;1037.50
220000.00;2479.50
17200.00;398.90
0.00;260.00
0.00;160.00
0.00;566.00
180775.00;2077.80
108750.00;1336.20
11000.00;160.90
352196.00;3849.40
0.00;160.00
0.00;420.00
25744.00;481.30
0.00;160.00
1000.00;195.00
5000.00;265.00
14000.00;487.70
0.00;170.00
539400.00;6864.36
0.00;160.00
150000.00;1758.50
4020000.00;41619.50
1000.00;170.00
90000.00;1140.50
0.00;0.00
75000.00;986.00
700000.00;7423.50
0.00;160.00
4000.00;245.00
7500.00;295.90
25000.00;233.00
0.00;420.00
0.00;320.00
53666.00;769.70
240000.00;2685.50
10000.00;155.75
62700.00;862.40
0.00;160.00
20000.00;419.50
88000.00;1119.90
0.00;420.00
0.00;160.00
0.00;200.00
41760.00;646.10
2500.00;385.00
3664000.00;37952.70
17000.00;388.60
48300.00;718.20
0.00;170.00
14350.00;181.50
31500.00;543.10
0.00;200.00
40000.00;625.50
10000.00;316.50
54500.00;387.50
0.00;170.00
31500.00;703.10
39000.00;615.20
3000.00;225.00
385255.00;4189.30
0.00;8687.90
76000.00;996.30
50000.00;728.50
5000.00;265.00
0.00;160.00
838000.00;8844.90
14400.00;368.00
166038.00;1933.60
100.00;225.00
286000.00;3159.30
67672.00;913.90
0.00;160.00
700000.00;7423.50
96000.00;1202.30
30960.00;303.90
13000.00;347.40
0.00;170.00
374500.00;4076.00
0.00;160.00
201500.00;1144.55
1034750.00;10874.00
2500.00;225.00
0.00;160.00
32500.00;553.40
352196.00;3849.40
272700.00;3025.40
67479.00;913.90
103924.00;1284.70
40000.00;680.50
380000.00;4127.50
25000.00;233.00
0.00;240.00
4500.00;265.00
3000.00;195.00
10000.00;316.50
0.00;100.00
0.00;180.00
0.00;170.00
77025.00;1016.90
242250.00;2716.40
0.00;674.36
64900.00;883.00
0.00;160.00
0.00;170.00
0.00;160.00
20000.00;389.50
11000.00;160.90
20500.00;429.80
30000.00;522.50
42400.00;656.40
10000.00;446.50
0.00;240.00
0.00;0.00
1000.00;225.00
0.00;160.00
0.00;0.00
0.00;190.00
0.00;390.00
40000.00;310.25
15000.00;181.50
5400.00;275.30
250000.00;2788.50
9000.00;306.20
95000.00;617.50
0.00;400.00
20000.00;584.50
12000.00;337.10
6400.00;285.60
0.00;180.00
75000.00;986.00
0.00;510.00
3000.00;225.00
0.00;420.00
100000.00;1243.50
60000.00;831.50
11000.00;160.90
41000.00;635.80
30000.00;258.75
20000.00;419.50
0.00;210.00
0.00;2150.04
50000.00;728.50
0.00;180.00
0.00;210.00
0.00;160.00
25000.00;471.00
101880.00;1264.10
2000.00;225.00
50000.00;728.50
292500.00;3231.40
92000.00;1161.10
31500.00;543.10
6000.00;275.30
70000.00;934.50
147000.00;1727.60
35000.00;574.00
50000.00;858.50
58000.00;810.90
132500.00;1583.40
96500.00;1212.60
1000.00;225.00
310000.00;3406.50
15000.00;338.00
90000.00;1140.50
22000.00;570.10
25900.00;481.30
24521.00;471.00
56300.00;800.60
0.00;160.00
73000.00;965.40
0.00;0.00
46000.00;687.30
127500.00;1531.90
0.00;170.00
10000.00;316.50
405000.00;4385.00
175593.00;2026.30
64000.00;872.70
0.00;130.00
0.00;674.36
0.00;344.00
30000.00;522.50
0.00;160.00
10000.00;476.50
65000.00;1043.00
0.00;0.00
58000.00;810.90
0.00;160.00
66000.00;893.30
50000.00;540.35
0.00;160.00
3000.00;225.00
1000.00;225.00
0.00;160.00
0.00;160.00
1000.00;280.00
700.00;130.00
76000.00;996.30
25000.00;471.00
10920.00;326.80
0.00;170.00
20000.00;419.50
5000.00;265.00
17000.00;388.60
80000.00;1037.50
0.00;160.00
20000.00;419.50
10000.00;316.50
0.00;200.00
0.00;160.00
22200.00;450.40
0.00;420.00
3500.00;215.00
252000.00;2809.10
0.00;300.00
23000.00;450.40
0.00;160.00
7500.00;295.90
2000.00;225.00
103663.00;933.57
0.00;160.00
0.00;200.00
0.00;160.00
0.00;160.00
108000.00;1325.90
71000.00;944.80
90000.00;1140.50
0.00;160.00
500000.00;5363.50
0.00;3424.00
125000.00;1501.00
8500.00;306.20
57000.00;800.60
60000.00;831.50
10000.00;316.50
92000.00;1161.10
168000.00;1943.90
2000.00;225.00
18650.00;409.20
72000.00;955.10
109500.00;1346.50
3400.00;130.00
175000.00;2016.00
0.00;590.00
15000.00;338.00
13800.00;357.70
201560.00;2294.10
319000.00;3499.20
0.00;160.00
0.00;420.00
0.00;160.00
147165.00;1897.90
77000.00;976.60
173000.00;1995.40
1000.00;225.00
85754.00;1099.30
0.00;160.00
11000.00;326.80
19100.00;419.50
550000.00;5878.50
0.00;420.00
15000.00;195.30
35000.00;574.00
0.00;170.00
0.00;170.00
7500.00;265.90
96960.00;1212.60
12041.00;347.40
0.00;260.00
300000.00;3303.50
52820.00;377.20
0.00;460.00
0.00;210.00
0.00;200.00
15000.00;368.00
10000.00;316.50
167500.00;969.45
230825.00;2592.80
0.00;180.00
0.00;160.00
35000.00;574.00
21000.00;429.80
3000000.00;31113.50
3000.00;225.00
83000.00;1068.40
2400.00;195.00
25200.00;481.30
3000.00;225.00
6000.00;275.30
0.00;160.00
0.00;390.00
0.00;160.00
0.00;170.00
8625.00;306.20
9512.00;155.75
0.00;200.00
0.00;200.00
19900.00;419.50
542000.00;5796.10
10000.00;316.50
8500.00;306.20
45000.00;677.00
0.00;200.00
0.00;200.00
5000.00;265.00
6000.00;175.15
1000.00;225.00
5000.00;130.00
10000.00;316.50
52000.00;694.21
50000.00;728.50
1525500.00;15931.30
0.00;220.00
25000.00;526.00
11000.00;200.90
55000.00;780.00
67080.00;913.90
36000.00;584.30
206000.00;2335.30
340000.00;3715.50
0.00;160.00
15500.00;348.30
0.00;260.00
503360.00;5404.70
1000.00;225.00
0.00;170.00
81000.00;1047.80
93000.00;1171.40
0.00;160.00
41500.00;646.10
0.00;0.00
18500.00;409.20
45000.00;677.00
19200.00;419.50
30000.00;522.50
30000.00;258.75
0.00;649.00
23000.00;450.40
0.00;160.00
0.00;160.00
62500.00;468.70
5000.00;265.00
101880.00;1264.10
24000.00;460.70
126625.00;1521.60
36875.00;294.80
14720.00;181.50
0.00;160.00
16000.00;378.30
0.00;170.00
10000.00;316.50
24600.00;441.00
42000.00;320.55
0.00;160.00
15000.00;368.00
11700.00;337.10
13000.00;171.20
43200.00;666.70
25000.00;393.00
5000.00;265.00
0.00;0.00
0.00;160.00
12000.00;337.10
120000.00;1449.50
3000.00;225.00
10000.00;316.50
380000.00;4127.50
0.00;0.00
3500.00;245.00
0.00;0.00
0.00;555.16
15000.00;368.00
120000.00;1449.50
0.00;715.16
100.00;170.00
0.00;160.00
1000.00;225.00
0.00;250.00
1000.00;225.00
80000.00;1037.50
15850.00;186.65
23000.00;450.40
400000.00;4333.50
5000.00;265.00
180500.00;2077.80
135987.00;1614.30
12495.00;347.40
0.00;160.00
0.00;200.00
54316.00;387.50
0.00;170.00
5824.00;275.30
0.00;250.00
14400.00;368.00
220500.00;1402.40
0.00;160.00
0.00;170.00
43462.00;330.85
1185000.00;12419.00
0.00;670.64
69000.00;924.20
0.00;0.00
75000.00;986.00
0.00;432.40
1000.00;225.00
1376683.00;14396.60
28000.00;501.90
72000.00;955.10
0.00;160.00
0.00;160.00
50000.00;728.50
100000.00;619.25
0.00;659.00
24000.00;460.70
0.00;1850.00
414000.00;4477.70
8000.00;295.90
0.00;555.16
8000.00;295.90
0.00;280.00
109000.00;1496.20
402000.00;4354.10
50000.00;728.50
0.00;160.00
0.00;432.40
11425.00;497.10
30000.00;258.75
0.00;160.00
0.00;170.00
230000.00;2582.50
0.00;160.00
25800.00;238.15
0.00;658.72
0.00;180.00
17600.00;196.95
0.00;160.00
29000.00;253.60
12200.00;171.20
0.00;649.00
31000.00;532.80
0.00;230.00
64500.00;883.00
0.00;160.00
35000.00;574.00
47000.00;697.60
11000.00;326.80
225000.00;2531.00
12150.00;171.20
23030.00;227.85
0.00;170.00
20000.00;419.50
218000.00;2458.90
40000.00;625.50
0.00;160.00
10000.00;155.75
30050.00;532.80
85650.00;1099.30
0.00;160.00
125000.00;1501.00
68000.00;911.01
20000.00;419.50
50000.00;728.50
0.00;17712.86
153260.00;1799.70
126652.00;1521.60
15000.00;368.00
2000.00;225.00
187500.00;2149.90
43100.00;666.70
61040.00;852.10
30000.00;522.50
0.00;200.00
3500.00;130.00
40000.00;625.50
0.00;160.00
161844.00;1882.10
30000.00;522.50
66100.00;1063.60
236056.00;2654.60
16000.00;378.30
0.00;160.00
45000.00;677.00
20000.00;419.50
120000.00;1449.50
60000.00;831.50
1000.00;225.00
30600.00;532.80
1000.00;225.00
37768.00;299.95
0.00;260.00
75000.00;986.00
0.00;180.00
70000.00;934.50
0.00;200.00
47145.00;351.45
25000.00;631.00
40000.00;625.50
0.00;160.00
15000.00;498.00
34700.00;284.50
200000.00;2433.50
0.00;640.00
8100.00;306.20
20000.00;419.50
197500.00;2412.90
15000.00;181.50
35000.00;574.00
58800.00;821.20
0.00;160.00
0.00;180.00
0.00;190.00
0.00;0.00
3000.00;225.00
1000.00;225.00
0.00;400.00
0.00;202.00
82500.00;1341.54
9900.00;195.75
10000.00;286.50
30000.00;522.50
98350.00;1233.20
3000.00;195.00
3000.00;225.00
20000.00;419.50
64000.00;872.70
50000.00;728.50
41200.00;646.10
0.00;180.00
50000.00;728.50
0.00;160.00
90195.00;1150.80
0.00;250.00
50000.00;361.75
105990.00;650.15
45500.00;847.30
0.00;300.00
94620.00;593.50
5000.00;265.00
291200.00;3276.10
1080000.00;11337.50
15435.00;186.65
43000.00;656.40
928190.00;9782.20
0.00;160.00
0.00;160.00
1000.00;225.00
21000.00;429.80
0.00;190.00
26000.00;481.30
3000.00;225.00
20000.00;419.50
50000.00;728.50
48000.00;762.90
0.00;160.00
8000.00;145.45
290000.00;3200.50
10000.00;155.75
10000.00;316.50
107500.00;1325.90
0.00;455.20
1000.00;225.00
60000.00;831.50
0.00;160.00
10000.00;195.75
34000.00;319.35
0.00;170.00
200000.00;1474.65
15500.00;378.30
32000.00;269.05
20698.00;429.80
75950.00;996.30
175000.00;2016.00
62400.00;495.90
94000.00;1181.70
35000.00;324.50
6000.00;275.30
10500.00;326.80
30000.00;522.50
175000.00;2016.00
20000.00;419.50
0.00;809.60
3000.00;225.00
2000.00;225.00
70375.00;944.80
0.00;170.00
14500.00;368.00
23000.00;450.40
300000.00;3463.50
20000.00;419.50
150000.00;1758.50
0.00;160.00
8800.00;306.20
10000.00;286.50
1000.00;130.00
64500.00;883.00
1200000.00;12573.50
343264.00;3756.70
3000.00;225.00
32400.00;553.40
25000.00;471.00
124100.00;748.00
0.00;0.00
594600.00;6342.00
48000.00;707.90
0.00;170.00
0.00;170.00
0.00;250.00
20000.00;419.50
0.00;160.00
53750.00;769.70
16500.00;388.60
0.00;160.00
0.00;180.00
32000.00;543.10
25000.00;471.00
0.00;180.00
2800000.00;30391.18
4400.00;265.00
17250.00;381.55
0.00;160.00
5000.00;265.00
280000.00;3097.50
1000.00;225.00
8073.00;276.20
10000.00;316.50
0.00;260.00
0.00;170.00
0.00;0.00
62500.00;862.40
35000.00;574.00
34745.00;574.00
32000.00;269.05
0.00;200.00
69000.00;924.20
130000.00;1552.50
0.00;514.36
3000.00;225.00
0.00;300.00
180000.00;2067.50
3000.00;225.00
54000.00;769.70
200000.00;2273.50
9000.00;306.20
0.00;160.00
1000.00;225.00
300000.00;3303.50
2000.00;225.00
1410000.00;14736.50
23500.00;430.70
16500.00;388.60
19500.00;419.50
20000.00;389.50
11000.00;326.80
6000.00;135.15
0.00;220.00
4000.00;245.00
253381.00;2829.70
0.00;160.00
5000.00;265.00
2500.00;225.00
10000.00;316.50
10000.00;316.50
18000.00;398.90
15300.00;186.65
601000.00;6403.80
54430.00;780.00
16200.00;388.60
0.00;100.00
0.00;200.00
0.00;100.00
10000.00;446.50
55185.00;392.65
54955.00;387.50
5649430.00;58408.50
5000.00;265.00
18400.00;409.20
20000.00;207.25
0.00;200.00
310000.00;3406.50
5000.00;265.00
200000.00;2273.50
275000.00;3046.00
4563768.00;47222.70
35000.00;444.50
28468.00;253.60
0.00;170.00
46000.00;687.30
10000.00;446.50
0.00;298.00
